name,config_size,real,user,sys
mmul-tiled-original,2480,49.09,48.82,0.02
mmul-tiled-original,2480,49.23,48.92,0.03
mmul-tiled-original,2480,49.10,48.84,0.02
mmul-tiled-original,2480,49.28,48.99,0.03
mmul-tiled-original,2480,49.01,48.74,0.02
mmul-tiled-original,2480,47.87,47.58,0.02
mmul-tiled-original,2480,49.01,48.74,0.02
mmul-tiled-original,2480,49.25,48.92,0.04
mmul-tiled-original,2480,49.16,48.88,0.03
mmul-tiled-original,2480,49.28,48.97,0.02
